Word,Pos,Neg,Attr
improved,0.375,0,a
improved,0,0,a
improvement,0.375,0,n
improvement,0.375,0,n
improvement,0,0,n
improver,0,0,n
improver,0,0,n
improvidence,0.25,0.25,n
improvident,0,0.5,a
improvident,0,0.5,a
improvidently,0.25,0,r
improving,0.75,0,a
improvisation,0.125,0.25,n
improvisation,0,0.375,n
improvisation,0,0,n
improvise,0,0,v
improvise,0,0,v
improvised,0.125,0,a
improvised_explosive_device,0,0.125,n
improvize,0,0,v
imprudence,0.375,0,n
imprudent,0.5,0.125,a
imprudent,0.25,0.625,a
imprudently,0.25,0,r
impudence,0.5,0.25,n
impudence,0,0.125,n
impudent,0.25,0.5,a
impudent,0,0.125,a
impudently,0,0,r
impugn,0,0.875,v
impugnable,0,0,a
impuissance,0.125,0.625,n
impuissant,0.125,0.5,a
impulse,0.25,0.125,n
impulse,0,0.25,n
impulse,0,0,n
impulse,0,0,n
impulse,0,0,n
impulse,0,0,n
impulse_explosive,0,0,n
impulse_turbine,0,0,n
impulse-buy,0.125,0.125,v
impulsion,0,0,n
impulsion,0,0,n
impulsive,0.25,0,a
impulsive,0.125,0,a
impulsive,0,0.625,a
impulsive,0,0,a
impulsive,0,0,a
impulsively,0,0,r
impulsiveness,0,0,n
impunity,0,0,n
impure,0.625,0,a
impure,0,0.5,a
impure,0,0.375,a
impureness,0.125,0,n
impurity,0.125,0,n
impurity,0.125,0,n
imputable,0,0.25,a
imputation,0,0.125,n
imputation,0,0,n
impute,0,0,v
impute,0,0,v
imputrescible,0,0.625,a
imu,0,0,n
imuran,0,0,n
in,0,0,a
in,0,0,a
in,0,0,a
in,0,0,n
in,0,0,n
in,0,0,n
in,0,0,r
in_a_bad_way,0,0.625,a
in_a_beastly_manner,0.25,0,r
in_a_broad_way,0,0,r
in_a_flash,0,0,r
in_a_heartfelt_way,0.625,0,r
in_a_higher_place,0.125,0,r
in_a_low_voice,0,0,r
in_a_nutshell,0,0,r
in_a_pig's_eye,0,0,r
in_a_similar_way,0.125,0,r
in_a_way,0,0,r
in_absentia,0,0,r
in_advance,0,0,a
in_advance,0,0,r
in_agreement,0,0,a
in_all,0,0,r
in_all_likelihood,0,0,r
in_all_probability,0,0,r
in_an_elaborate_way,0.625,0,r
in_and_of_itself,0.625,0,r
in_any_case,0,0,r
in_any_case,0,0,r
in_any_event,0,0,r
in_apposition,0.25,0,r
in_arrears,0,0,r
in_both_ears,0.25,0,r
in_brief,0,0,r
in_camera,0,0,r
in_case,0,0,r
in_chorus,0,0,r
in_circles,0,0,r
in_cold_blood,0,0,r
in_common,0,0,r
in_concert,0,0,r
in_conclusion,0,0,r
in_condition,0.25,0.25,a
in_darkness,0,0,r
in_demand,0.625,0,a
in_detail,0,0,r
in_dishabille,0.125,0.375,a
in_due_course,0,0,r
in_due_season,0,0,r
in_due_time,0,0,r
in_earnest,0.25,0,r
in_effect,0.5,0,r
in_effect,0,0,a
in_essence,0.125,0,r
in_everyone's_thoughts,0.125,0,r
in_evidence,0,0,a
in_extremis,0,0,r
in_fact,0.25,0,r
in_fiscal_matters,0,0,r
in_flight,0,0,r
in_for,0,0,a
in_force,0,0,a
in_front,0,0,r
in_full,0,0,r
in_full_action,0.125,0,r
in_full_swing,0.125,0,r
in_gear,0,0,a
in_general,0,0.375,r
in_good_order,0.25,0,r
in_good_spirits,0,0,r
in_good_taste,0.75,0,a
in_good_time,0,0,r
in_great_confusion,0,0.125,r
in_hand,0,0,r
in_haste,0.125,0,r
in_height,0,0.125,a
in_her_own_right,0,0,r
in_her_right_mind,0.25,0.25,a
in_hiding,0,0,r
in_high_spirits,0.5,0,a
in_his_own_right,0,0,r
in_his_right_mind,0.25,0.25,a
in_its_own_right,0,0,r
in_kind,0.125,0,r
in_large_quantities,0,0,r
in_league,0,0,a
in_line,0,0,a
in_line,0,0,a
in_line,0,0,r
in_loco_parentis,0,0,r
in_love,0.75,0,a
in_low_spirits,0.25,0,r
in_name,0,0.25,r
in_name_only,0,0.25,r
in_no_time,0,0,r
in_on,0.125,0,r
in_one_case,0,0,r
in_one_ear,0.25,0,r
in_one's_birthday_suit,0,0,a
in_one's_own_right,0,0,r
in_operation,0,0,a
in_order,0,0,a
in_other_words,0,0,r
in_particular,0,0,r
in_passing,0,0,r
in_perpetuity,0,0,r
in_perpetuity,0,0,r
in_person,0,0,r
in_place,0,0,r
in_play,0,0,a
in_point_of_fact,0.25,0,r
in_practice,0,0,r
in_principle,0.125,0,r
in_private,0,0,r
in_public,0,0,r
in_question,0,0.125,a
in_reality,0.125,0,r
in_return,0,0,r
in_secret,0,0,r
in_series,0,0,a
in_short,0,0,r
in_short_order,0,0,r
in_sight,0,0,a
in_situ,0,0,r
in_small_stages,0,0,a
in_so_far,0,0,r
in_some_manner,0,0,r
in_some_way,0,0,r
in_someone's_way,0,0,r
in_spades,0.25,0,r
in_spite_of_appearance,0.125,0.125,r
in_stages,0,0,r
in_stock,0,0,a
in_store,0.125,0,a
in_straitened_circumstances,0,0.75,a
in_stride,0,0,r
in_style,0,0,a
in_tandem,0,0,r
in_that,0,0,r
in_that_location,0,0,r
in_that_respect,0,0,r
in_the_adjacent_apartment,0,0,r
in_the_adjacent_house,0,0,r
in_the_air,0.125,0,r
in_the_altogether,0.625,0,a
in_the_bargain,0,0.125,r
in_the_beginning,0,0,r
in_the_beginning,0,0,r
in_the_buff,0.625,0,a
in_the_end,0.25,0,r
in_the_end,0,0,r
in_the_first_place,0,0,r
in_the_first_place,0,0,r
in_the_flesh,0.125,0.125,a
in_the_lead,0,0,a
in_the_lead,0,0,r
in_the_least,0.375,0,r
in_the_least,0,0,r
in_the_long_run,0.25,0,r
in_the_lurch,0.125,0.625,r
in_the_main,0,0.375,r
in_the_main,0,0,r
in_the_meantime,0,0,r
in_the_midst,0,0,r
in_the_nick_of_time,0,0,r
in_the_public_eye,0.375,0,a
in_the_raw,0.625,0,a
in_the_same_breath,0,0,r
in_the_south,0,0,r
in_the_way,0,0,r
in_their_right_minds,0.25,0.25,a
in_theory,0.125,0,r
in_this,0,0,r
in_time,0,0.625,r
in_time,0,0.375,r
in_time,0,0,n
in_toto,0.125,0,r
in_truth,0.5,0,r
in_turn,0,0,r
in_two_ways,0.625,0,r
in_unison,0,0,r
in_unison,0,0,r
in_use,0,0,a
in_use,0,0,a
in_utero,0,0,r
in_vacuo,0,0.375,r
in_vacuo,0,0.25,r
in_vain,0,0,r
in_vitro,0,0,a
in_vitro,0,0,r
in_vivo,0,0,a
in_vivo,0,0,r
in_vogue,0,0,a
in_writing,0,0,a
in_writing,0,0,r
in_your_birthday_suit,0,0,a
inability,0.125,0.25,n
inability,0,0.125,n
inaccessibility,0.25,0.625,n
inaccessible,0.5,0.125,a
inaccessible,0,0.625,a
inaccessibly,0.125,0,r
inaccuracy,0.125,0.75,n
inaccurate,0.125,0.625,a
inaccurately,0.25,0,r
inachis,0,0,n
inachis_io,0.25,0,n
inaction,0,0.125,n
inactivate,0,0.125,v
inactivate,0,0,v
inactivation,0,0,n
inactivation,0,0,n
inactive,0.375,0.5,a
inactive,0.375,0.25,a
inactive,0.25,0,a
inactive,0,0.625,a
inactive,0,0.625,a
inactive,0,0.625,a
inactive,0,0.5,a
inactive,0,0.375,a
inactive,0,0.375,a
inactive,0,0,a
inactiveness,0,0.375,n
inactiveness,0,0.125,n
inactivity,0.125,0,n
inactivity,0,0.375,n
inactivity,0,0.125,n
inadequacy,0.375,0.625,n
inadequacy,0.375,0.25,n
inadequacy,0,0.125,n
inadequate,0,0.625,a
inadequate,0,0.5,a
inadequately,0,0.375,r
inadequateness,0.375,0.25,n
inadmissibility,0.125,0.75,n
inadmissible,0,0.75,a
inadvertence,0.125,0.5,n
inadvertence,0.125,0.125,n
inadvertency,0.125,0.125,n
inadvertent,0,0.125,a
inadvertently,0,0.375,r
inadvisability,0.125,0.625,n
inadvisable,0.125,0.625,a
inadvisable,0.125,0.625,a
inadvisably,0.125,0,r
inaesthetic,0.5,0.5,a
inalienable,0.125,0.375,a
inalienable,0,0.625,a
inalienably,0.25,0,r
inalterable,0,0.75,a
inamorata,0.25,0,n
inamorato,0.25,0,n
inane,0.375,0,a
inanely,0,0,r
inanimate,0,0.75,a
inanimate,0,0.75,a
inanimate,0,0,a
inanimateness,0,0.625,n
inanition,0.375,0.375,n
inanition,0,0.5,n
inanity,0.125,0,n
inanna,0,0,n
inapplicability,0.125,0,n
inapplicable,0,0.75,a
inapposite,0.125,0.875,a
inappositeness,0.75,0,n
inappreciable,0,0,a
inappropriate,0.25,0.75,a
inappropriate,0.125,0.75,a
inappropriately,0.125,0.125,r
inappropriateness,0.25,0.75,n
inappropriateness,0,0.75,n
inapt,0,0.75,a
inaptitude,0.375,0.375,n
inaptness,0.75,0,n
inarguable,0.25,0,a
inarticulate,0,0.625,a
inarticulately,0.125,0,r
inarticulately,0.125,0,r
inartistic,0.125,0.5,a
inattention,0,0.375,n
inattentive,0.25,0.375,a
inattentive,0,0.625,a
inattentively,0.5,0,r
inattentiveness,0.125,0.625,n
inattentiveness,0,0,n
inaudibility,0.25,0.5,n
inaudible,0.125,0.5,a
inaudibleness,0.25,0.5,n
inaudibly,0.25,0,r
inaugural,0,0,a
inaugural,0,0,a
inaugural,0,0,n
inaugural,0,0,n
inaugural_address,0,0,n
inaugurally,0,0,r
inaugurate,0,0,v
inaugurate,0,0,v
inaugurate,0,0,v
inauguration,0,0,n
inauguration,0,0,n
inauguration_day,0,0,n
inauspicious,0.25,0.75,a
inauspicious,0.25,0.625,a
inauspicious,0.111,0.889,a
inauspiciously,0.25,0,r
inauspiciousness,0,0.625,n
inauthentic,0,0.5,a
in-basket,0,0,n
in-between,0,0,a
inboard,0,0,a
inborn,0,0.125,a
inborn,0,0,a
inborn_error_of_metabolism,0,0.5,n
inborn_reflex,0,0,n
inbound,0,0,a
in-bounds,0,0,a
inbred,0,0.125,a
inbred,0,0,a
inbreeding,0,0,n
inbuilt,0,0,a
inc,0,0,n
inca,0,0,n
inca,0,0,n
inca,0,0,n
incalculable,0.125,0.625,a
incalescence,0,0,n
incan,0,0,a
incan,0,0,n
incandesce,0.125,0,v
incandesce,0,0,v
incandescence,0.125,0,n
incandescence,0,0,n
incandescent,0.5,0.25,a
incandescent,0,0,a
incandescent_lamp,0,0,n
incantation,0,0,n
incapability,0,0.75,n
incapability,0,0.25,n
incapable,0.125,0.125,a
incapable,0,0.75,a
incapable,0,0.625,a
incapable,0,0.25,a
incapableness,0,0.75,n
incapableness,0,0.25,n
incapacitate,0,0.375,v
incapacitate,0,0.375,v
incapacitated,0,0.5,a
incapacitating,0,0.5,a
incapacity,0.375,0,n
incapacity,0,0.625,n
incarcerate,0,0,v
incarceration,0,0,n
incarnadine,0,0,v
incarnate,0.25,0,v
incarnate,0,0,a
incarnate,0,0,a
incarnate,0,0,v
incarnation,0.125,0,n
incarnation,0,0,n
incarnation,0,0,n
incarnation,0,0,n
incase,0,0,v
incased,0,0.375,a
incasement,0,0,n
incaution,0.375,0.125,n
incautious,0.5,0.25,a
incautious,0.25,0.25,a
incautiously,0,0.375,r
incautiousness,0.375,0.125,n
incendiarism,0,0,n
incendiary,0.25,0,a
incendiary,0,0.625,a
incendiary,0,0,a
incendiary,0,0,n
incendiary,0,0,n
incendiary_bomb,0,0,n
incense,0.5,0.125,n
incense,0,0,n
incense,0,0,v
incense,0,0,v
incense_cedar,0,0,n
incense_cedar,0,0,n
incense_tree,0,0,n
incense_wood,0.125,0,n
incensed,0,0.75,a
incentive,0.25,0,n
incentive,0,0,n
incentive_option,0,0,n
incentive_program,0,0,n
incentive_scheme,0,0,n
incentive_stock_option,0,0,n
inception,0,0,n
incertain,0.25,0.125,a
incertitude,0.125,0,n
incessancy,0.125,0.375,n
incessant,0,0,a
incessantly,0,0,r
incessantly,0,0,r
incessantness,0.125,0.375,n
incest,0.125,0,n
incestuous,0.375,0.375,a
incestuous,0,0,a
incestuously,0,0,r
inch,0,0,n
inch,0,0,n
inch,0,0,v
incheon,0,0,n
in-chief,0,0,a
inchoate,0,0,a
inchoative,0,0,a
inchoative,0,0,n
inchoative_aspect,0,0,n
inchon,0,0,n
inchon,0,0,n
inchworm,0,0,n
incidence,0,0,n
incidence,0,0,n
incidence_angle,0,0,n
incident,0.25,0,a
incident,0,0.25,a
incident,0,0.25,n
incident,0,0,n
incidental,0.25,0,a
incidental,0.125,0.75,a
incidental,0,0.375,n
incidental,0,0,a
incidental,0,0,n
incidental_expense,0,0.375,n
incidental_music,0,0,n
incidentally,0.125,0,r
incidentally,0,0,r
incienso,0,0,n
incinerate,0,0,v
incinerate,0,0,v
incineration,0,0,n
incinerator,0,0.125,n
incipience,0,0,n
incipiency,0,0,n
incipient,0,0,a
incise,0,0,v
incised,0.5,0,a
incised,0.25,0,a
incised,0,0,a
incision,0,0,n
incision,0,0,n
incisive,0.75,0,a
incisive,0.125,0,a
incisively,0.375,0,r
incisively,0.25,0,r
incisiveness,0.25,0,n
incisor,0,0,n
incisura,0,0,n
incisure,0,0,n
incitation,0.25,0,n
incitation,0,0,n
incite,0,0,v
incite,0,0,v
incite,0,0,v
incitement,0.25,0,n
incitement,0.25,0,n
incitement,0,0,n
incitement,0,0,n
inciter,0,0.5,n
incitive,0.25,0,a
incivility,0.25,0.125,n
inclemency,0.125,0.625,n
inclemency,0.125,0.5,n
inclement,0.375,0.25,a
inclement,0,0.75,a
inclementness,0.125,0.5,n
inclination,0.5,0.125,n
inclination,0.375,0,n
inclination,0.125,0,n
inclination,0,0,n
inclination,0,0,n
inclination,0,0,n
inclination,0,0,n
inclination,0,0,n
inclination_of_an_orbit,0,0,n
incline,0.5,0.125,v
incline,0,0,n
incline,0,0,n
incline,0,0,v
incline,0,0,v
incline,0,0,v
incline,0,0,v
incline,0,0,v
incline_bench_press,0.375,0,n
inclined,0.25,0,a
inclined,0.125,0,a
inclined,0,0,a
inclined_fault,0,0,n
inclined_plane,0,0,n
inclining,0,0,n
inclinometer,0.25,0,n
inclinometer,0,0,n
inclinometer,0,0,n
inclose,0.125,0.125,v
inclose,0,0,v
inclosure,0,0,n
inclosure,0,0,n
include,0,0,v
include,0,0,v
include,0,0,v
include,0,0,v
included,0,0,a
inclusion,0.125,0,n
inclusion,0,0,n
inclusion,0,0,n
inclusion,0,0,n
inclusion_body,0,0,n
inclusion_body_encephalitis,0.25,0.375,n
inclusion_body_myositis,0,0.375,n
inclusive,0,0,a
incognito,0.125,0,a
incognito,0,0,r
incognizable,0,0.5,a
incognizance,0.5,0,n
incognizant,0,0.25,a
incognoscible,0,0.5,a
incoherence,0.125,0.125,n
incoherence,0,0,n
incoherency,0.125,0.125,n
incoherency,0,0,n
incoherent,0.25,0.375,a
incoherent,0.125,0.625,a
incoherent,0.125,0.5,a
incoherently,0.25,0,r
incombustible,0.5,0,a
income,0,0,n
income_bracket,0,0,n
income_statement,0,0,n
income_tax,0,0,n
income_tax_bracket,0,0,n
income_tax_return,0,0,n
incoming,0,0,a
incoming,0,0,a
incoming,0,0,n
incommensurable,0.375,0.625,a
incommensurable,0,0.625,a
incommensurate,0,0.625,a
incommode,0,0.875,v
incommodious,0,0,a
incommodiousness,0,0.875,n
incommunicado,0,0.625,a
incommunicative,0.125,0.625,a
incommutability,0.375,0.375,n
incommutable,0,0.625,a
incommutable,0,0.5,a
incomparable,0.375,0.25,a
incomparably,0,0,r
incompatibility,0.125,0.75,n
incompatibility,0,0.25,n
incompatibility,0,0,n
incompatible,0.333,0.667,a
incompatible,0.25,0.75,a
incompatible,0.25,0.25,a
incompatible,0,0.875,a
incompatible,0,0.75,a
incompatible,0,0.625,a
incompatible,0,0.5,a
incompatible,0,0,a
incompatible,0,0,a
incompatibly,0,0,r
incompetence,0,0.25,n
incompetence,0,0.125,n
incompetency,0,0.25,n
incompetent,0.375,0.625,a
incompetent,0.125,0.75,a
incompetent,0,0.75,a
incompetent,0,0.625,n
incompetent,0,0.25,a
incompetent,0,0,a
incompetent_cervix,0,0.375,n
incompetent_person,0,0.625,n
incompetently,0.125,0,r
incomplete,0.5,0.25,a
incomplete,0,0.125,a
incomplete_abortion,0,0.5,n
incomplete_fracture,0,0.625,n
incompletely,0,0.375,r
incompleteness,0.125,0.125,n
incomprehensibility,0.375,0.375,n
incomprehensible,0.25,0.625,a
incomprehensible,0.125,0.5,a
incomprehension,0.25,0.625,n
incomprehensive,0,0.125,a
incompressibility,0,0.125,n
incompressible,0,0.625,a
incomputable,0,0,a
inconceivability,0.125,0.25,n
inconceivable,0.5,0.375,a
inconceivableness,0.125,0.25,n
inconceivably,0,0,r
inconclusive,0,0.5,a
inconclusively,0,0.125,r
inconclusiveness,0.5,0.375,n
inconel,0,0,n
incongruent,0,0.25,a
incongruity,0.125,0.875,n
incongruous,0.375,0.375,a
incongruously,0.25,0,r
incongruousness,0.125,0.875,n
inconsequence,0.25,0.75,n
inconsequence,0.25,0.5,n
inconsequent,0.625,0.25,a
inconsequential,0.625,0.25,a
inconsequential,0,0.5,a
inconsequentially,0,0.125,r
inconsequently,0,0.125,r
inconsiderable,0.125,0,a
inconsiderate,0.375,0.375,a
inconsiderate,0,0.375,a
inconsiderately,0.25,0,r
inconsiderateness,0.375,0.5,n
inconsideration,0.375,0.5,n
inconsistency,0.5,0.25,n
inconsistency,0,0.25,n
inconsistent,0.25,0.25,a
inconsistent,0.125,0.75,a
inconsistent,0,0.75,a
inconsistently,0,0,r
inconsolable,0,0.75,a
inconspicuous,0.125,0.5,a
inconspicuously,0,0,r
inconspicuousness,0.5,0.25,n
inconstancy,0.625,0.25,n
inconstancy,0.125,0.25,n
inconstant,0.375,0.25,a
incontestable,0.25,0.625,a
incontestable,0,0.625,a
incontestible,0,0.625,a
incontinence,0.5,0,n
incontinence,0,0.125,n
incontinency,0,0.125,n
incontinent,0,0.5,a
incontrovertibility,0.25,0.625,n
incontrovertible,0.25,0,a
incontrovertible,0,0.875,a
incontrovertibleness,0.25,0.625,n
incontrovertibly,0.375,0,r
inconvenience,0.125,0.75,n
inconvenience,0,0.875,n
inconvenience,0,0.875,v
inconvenience,0,0.625,n
inconvenience_oneself,0,0.375,v
inconvenient,0.125,0.75,a
inconvenient,0,0.75,a
inconveniently,0.125,0,r
inconvertibility,0.25,0.625,n
inconvertible,0.125,0.625,a
inconvertible,0,0.5,a
incoordination,0,0.625,n
incorporate,0,0,a
incorporate,0,0,v
incorporate,0,0,v
incorporate,0,0,v
incorporate,0,0,v
incorporated,0,0.5,a
incorporated,0,0,a
incorporated,0,0,a
incorporation,0.125,0,n
incorporation,0,0,n
incorporation,0,0,n
incorporative,0,0,a
incorporeal,0,0.5,a
incorporeality,0,0.625,n
incorrect,0.125,0.75,a
incorrect,0.125,0.75,a
incorrect,0,0.75,a
incorrect,0,0.75,a
incorrectly,0.25,0,r
incorrectly,0.25,0,r
incorrectness,0.125,0.75,n
incorrectness,0.125,0.5,n
incorrigible,0,0.5,a
incorrupt,0.75,0.25,a
incorrupt,0.75,0.25,a
incorruptibility,0.25,0.75,n
incorruptible,0.25,0.75,a
incorruption,0.75,0.25,n
incorruptness,0.75,0.25,n
increase,0,0,n
increase,0,0,n
increase,0,0,n
increase,0,0,n
increase,0,0,n
increase,0,0,v
increase,0,0,v
increased,0,0,a
increasing,0,0,a
increasing,0,0,a
increasing_monotonic,0,0,a
increasingly,0,0,r
incredibility,0.5,0.125,n
incredible,0,0,a
incredibleness,0.5,0.125,n
incredibly,0.25,0,r
incredibly,0,0.5,r
incredulity,0.375,0,n
incredulous,0,0.75,a
incredulously,0.25,0,r
increment,0,0,n
increment,0,0,n
incremental,0,0,a
incremental_cost,0,0,n
incriminate,0,0.25,v
incriminate,0,0,v
incriminating,0.375,0.25,a
incriminatingly,0.125,0,r
incrimination,0,0.5,n
incriminatory,0.375,0.25,a
incrust,0,0,v
incrust,0,0,v
incrust,0,0,v
incrustation,0,0,n
incrustation,0,0,n
incrustation,0,0,n
incubate,0.375,0,v
incubate,0,0,v
incubation,0.375,0,n
incubation,0,0,n
incubation,0,0,n
incubation_period,0.125,0.25,n
incubator,0,0,n
incubus,0.25,0.125,n
incubus,0.125,0.25,n
incubus,0.125,0,n
inculcate,0,0,v
inculcation,0.125,0,n
inculpability,0,0,n
inculpable,0.5,0.25,a
inculpableness,0,0,n
inculpate,0,0.25,v
inculpation,0,0.5,n
inculpative,0,0.5,a
inculpatory,0,0.5,a
incumbency,0,0,n
incumbency,0,0,n
incumbency,0,0,n
incumbent,0.875,0,a
incumbent,0,0,a
incumbent,0,0,a
incumbent,0,0,n
incumbent_on,0.875,0,a
incumbrance,0,0.875,n
incumbrance,0,0,n
incumbrance,0,0,n
incur,0,0,v
incur,0,0,v
incurability,0.25,0.625,n
incurability,0.125,0.125,n
incurable,0.5,0,a
incurable,0.25,0.5,a
incurable,0.125,0,n
incurableness,0.125,0.125,n
incurably,0,0.25,r
incurably,0,0,r
incurious,0.125,0.625,a
incurrence,0,0,n
incurring,0,0.125,n
incursion,0,0.375,n
incursion,0,0,n
incursion,0,0,n
incursive,0,0,a
incurvate,0,0,a
incurvate,0,0,v
incurvate,0,0,v
incurvation,0,0,n
incurvation,0,0,n
incurvature,0,0,n
incurved,0,0,a
incus,0,0,n
indaba,0,0,n
indapamide,0,0,n
indebted,0.125,0,a
indebted,0,0.125,a
indebtedness,0.125,0,n
indebtedness,0,0,n
indecency,0.125,0.75,n
indecency,0,0.375,n
indecent,0.75,0,a
indecent,0.375,0,a
indecent,0.125,0.75,a
indecent_exposure,0,0.25,n
indecently,0,0.25,r
indecipherable,0.375,0,a
indecipherable,0,0.375,a
indecision,0.25,0.125,n
indecision,0,0,n
indecisive,0.375,0.375,a
indecisive,0.375,0.25,a
indecisive,0.25,0.125,a
indecisively,0,0.125,r
indecisively,0,0,r
indecisiveness,0.25,0.125,n
indecisiveness,0,0,n
indecorous,0.625,0,a
indecorous,0.125,0.75,a
indecorously,0,0,r
indecorousness,0.25,0.5,n
indecorum,0.25,0.5,n
indecorum,0,0,n
indeed,0,0,r
indeed,0,0,r
indefatigability,0.375,0,n
indefatigable,0.5,0,a
indefatigableness,0.375,0,n
indefatigably,0.375,0,r
indefeasible,0,0.75,a
indefensible,0.25,0.5,a
indefensible,0,0.75,a
indefensible,0,0.5,a
indefinable,0.25,0.375,a
indefinable,0,0,a
indefinite,0.25,0.5,a
indefinite,0,0.5,a
indefinite_article,0,0,n
indefinite_integral,0,0,n
indefinite_quantity,0,0.25,n
indefinitely,0,0,r
indefiniteness,0.625,0.375,n
indefinity,0.625,0.375,n
indehiscent,0,0.5,a
indelible,0.125,0.25,a
indelible_ink,0.25,0.25,n
indelibly,0.25,0,r
indelicacy,0.125,0.75,n
indelicacy,0,0,n
indelicate,0.625,0.25,a
indelicate,0.625,0,a
indelicate,0,0.75,a
indemnification,0,0.125,n
indemnification,0,0.125,n
indemnify,0,0,v
indemnify,0,0,v
indemnity,0,0.125,n
indemnity,0,0,n
indemnity,0,0,n
indene,0,0,n
indent,0.125,0,v
indent,0,0.25,v
indent,0,0.125,v
indent,0,0,n
indent,0,0,n
indent,0,0,v
indent,0,0,v
indentation,0,0,n
indentation,0,0,n
indentation,0,0,n
indentation,0,0,n
indention,0,0,n
indenture,0,0,n
indenture,0,0,n
indenture,0,0,n
indenture,0,0,n
indenture,0,0,v
indentured,0,0,a
independence,0,0,n
independence,0,0,n
independence,0,0,n
independence_day,0,0,n
independence_hall,0,0,n
independency,0,0,n
independent,0.25,0,a
independent,0.125,0,a
independent,0,0.625,a
independent,0,0.25,n
independent,0,0,a
independent,0,0,n
independent_agency,0,0,n
independent_clause,0.125,0.125,n
independent_state_of_papua_new_guinea,0,0,n
independent_state_of_samoa,0,0,n
independent_variable,0,0,n
independently,0,0.375,r
independently,0,0,r
inderal,0,0,n
indescribable,0,0,a
indescribably,0,0,r
indestructibility,0,0.25,n
indestructible,0.375,0.125,a
indestructible,0,0,a
indeterminable,0.125,0.625,a
indeterminable,0.125,0.625,a
indeterminably,0.25,0,r
indeterminacy,0.625,0.375,n
indeterminacy_principle,0.25,0,n
indeterminate,0.5,0.125,a
indeterminate,0.25,0,a
indeterminate,0.125,0.625,a
indeterminate,0.125,0.5,a
indeterminate,0,0.5,a
indeterminateness,0.625,0.375,n
indetermination,0.625,0.375,n
index,0,0,n
index,0,0,n
index,0,0,n
index,0,0,n
index,0,0,n
index,0,0,v
index,0,0,v
index,0,0,v
index_case,0.125,0,n
index_finger,0,0,n
index_fossil,0.125,0,n
index_fund,0,0,n
index_fund,0,0,n
index_number,0,0,n
index_of_refraction,0,0,n
index_register,0,0,n
indexation,0,0,n
indexer,0,0,n
indexical,0,0,a
indexing,0,0,n
indexless,0.125,0.25,a
india,0,0,n
india_ink,0,0,n
india_paper,0,0,n
india_rubber,0,0,n
indiaman,0,0,n
indian,0,0,a
indian,0,0,a
indian,0,0,n
indian,0,0,n
indian,0,0,n
indian_agent,0,0,n
indian_arrowroot,0,0,n
indian_banyan,0,0,n
indian_bean,0,0,n
indian_bean,0,0,n
indian_beech,0,0,n
indian_beet,0,0,n
indian_blackwood,0,0,n
indian_blanket,0,0,n
indian_breadroot,0,0,n
indian_buffalo,0,0,n
indian_button_fern,0,0,n
indian_capital,0,0,n
indian_cherry,0,0,n
indian_chickweed,0,0,n
indian_chief,0,0,n
indian_chieftain,0,0,n
indian_chocolate,0,0,n
indian_cholera,0,0.125,n
indian_club,0,0,n
indian_cobra,0,0,n
indian_coral_tree,0,0,n
indian_corn,0,0,n
indian_cress,0,0,n
indian_crocus,0,0,n
indian_currant,0,0,n
indian_elephant,0,0,n
indian_file,0,0,n
indian_giver,0,0,n
indian_grackle,0,0,n
indian_hemp,0,0.75,n
indian_hemp,0,0,n
indian_hemp,0,0,n
indian_lettuce,0,0,n
indian_lodge,0,0,n
indian_lotus,0,0,n
indian_madder,0,0,n
indian_mallow,0,0,n
indian_mallow,0,0,n
indian_meal,0,0,n
indian_millet,0,0,n
indian_millet,0,0,n
indian_monetary_unit,0,0,n
indian_mongoose,0,0,n
indian_mustard,0,0,n
indian_mustard,0,0,n
indian_mutiny,0,0,n
indian_ocean,0,0,n
indian_paint,0,0,n
indian_paint,0,0,n
indian_paintbrush,0,0,n
indian_paintbrush,0,0,n
indian_pea,0,0,n
indian_pink,0.125,0,n
indian_pink,0,0,n
indian_pipe,0,0,n
indian_plantain,0.125,0,n
indian_poke,0,0,n
indian_poke,0,0,n
indian_pony,0,0,n
indian_potato,0,0,n
indian_potato,0,0,n
indian_python,0,0,n
indian_race,0,0,n
indian_race,0,0,n
indian_rat_snake,0,0,n
indian_rattlebox,0,0,n
indian_red,0,0,n
indian_red,0,0,n
indian_red,0,0,n
indian_relish,0,0,n
indian_reservation,0,0,n
indian_rhinoceros,0,0,n
indian_rhododendron,0,0,n
indian_rhubarb,0,0,n
indian_rhubarb,0,0,n
indian_rice,0,0,n
indian_rosewood,0,0,n
indian_rupee,0,0,n
indian_salad,0,0,n
indian_senna,0,0,n
indian_shot,0,0,n
indian_summer,0.125,0,n
indian_tapir,0,0,n
indian_tick_fever,0,0,n
indian_tobacco,0,0,n
indian_tobacco,0,0,n
indian_trail,0,0,n
indian_turnip,0,0,n
indiana,0,0,n
indiana,0,0,n
indianan,0,0,n
indianapolis,0,0,n
india-rubber_fig,0,0,n
india-rubber_plant,0,0,n
india-rubber_tree,0,0,n
indic,0,0,n
indicant,0,0,n
indicant,0,0,n
indicate,0,0,v
indicate,0,0,v
indicate,0,0,v
indicate,0,0,v
indicate,0,0,v
indication,0.125,0,n
indication,0,0,n
indication,0,0,n
indication,0,0,n
indication,0,0,n
indicative,0.375,0,a
indicative,0.125,0,a
indicative,0,0,n
indicative_mood,0,0,n
indicator,0.125,0,n
indicator,0.125,0,n
